time_pst,p_co2_in_water_ppm,water_level_m_navd88,temp_deg_c,windspeed_avg_m_s,doy,month,hour,white_noise
2023-09-11T06:00:00Z,539.3153,1.6615734000000002,12.2437,1.332,254,9,6,-0.5909290317027431
2023-09-11T09:00:00Z,550.9586,1.5339134000000003,12.5251,0.282,254,9,9,-0.5122399035881698
2023-09-11T12:00:00Z,492.06708,0.6651334000000002,12.3719,0.558,254,9,12,0.6207741206166059
2023-09-11T15:00:00Z,633.9655,-0.1947365999999997,12.0383,1.866,254,9,15,0.42367652035290243
2023-09-11T18:00:00Z,784.84827,0.3512634000000001,11.4959,0.018,254,9,18,-0.3745754108018514
2023-09-11T21:00:00Z,761.61725,1.6124534,11.2869,1.924,254,9,21,1.7069468121676326
2023-09-12T00:00:00Z,163.22397,1.8985134000000004,15.1473,0.15,255,9,0,-1.943860166664625
2023-09-12T03:00:00Z,248.8324,1.4937334000000004,NA,0.417,255,9,3,0.25426759472165156
2023-09-12T06:00:00Z,476.8655,1.5474534000000002,12.4665,0.027,255,9,6,0.0356065764227563
2023-09-12T09:00:00Z,234.4543,1.6445634000000005,13.1424,0,255,9,9,0.04900648364189394
2023-09-12T12:00:00Z,533.0493,1.0013334000000005,12.1803,0.301,255,9,12,2.1192064599167013
2023-09-12T15:00:00Z,635.59094,-0.0639065999999997,12.0017,0.655,255,9,15,-0.31810991439954506
2023-09-12T18:00:00Z,699.3262,0.17774340000000022,11.6684,1.202,255,9,18,2.0895407226038
2023-09-12T21:00:00Z,849.0567,1.4280034,11.0544,2.985,255,9,21,0.11540539550449447
2023-09-13T00:00:00Z,298.9312,1.8661334000000005,13.3032,1.253,256,9,0,0.7343541523313193
2023-09-13T03:00:00Z,421.14276,1.4327834000000004,12.7402,0.026,256,9,3,1.0155366501323568
2023-09-13T06:00:00Z,561.40967,1.3553234,12.3282,0.294,256,9,6,-0.5454193943028399
2023-09-13T09:00:00Z,770.5414,1.6412234000000003,11.4355,1.262,256,9,9,1.9117242551940994
2023-09-13T12:00:00Z,695.50073,1.2429334,11.892,1.195,256,9,12,1.229148361664187
2023-09-13T15:00:00Z,642.0518,0.1115434000000004,11.9358,0.7,256,9,15,-0.47453479869431253
2023-09-13T18:00:00Z,634.19293,0.01436340000000013,12.2377,3.239,256,9,18,-0.47755934167296954
2023-09-13T21:00:00Z,812.6233,1.1671234000000004,11.1927,2.706,256,9,21,1.7413241146497063
2023-09-14T00:00:00Z,283.1312,1.7929834000000002,13.5115,0.37,257,9,0,-0.9107358027632616
2023-09-14T03:00:00Z,371.8803,1.3528434000000005,13.0581,0.716,257,9,3,-1.09902950628305
2023-09-14T06:00:00Z,586.3731,1.0985734000000005,12.6481,0.988,257,9,6,-0.4212067757263711
2023-09-14T09:00:00Z,788.93964,1.5242034000000002,10.9904,0.323,257,9,9,1.5900482161751976
2023-09-14T12:00:00Z,579.7192,1.3916934000000003,11.821,0.719,257,9,12,0.015726766308506054
2023-09-14T15:00:00Z,442.01102,0.3697934000000002,12.4307,1.811,257,9,15,0.10380785201095845
2023-09-14T18:00:00Z,441.97968,-0.03849659999999977,12.5833,5.097,257,9,18,0.24388408280656823
2023-09-14T21:00:00Z,790.4354,1.0101034000000002,11.2341,1.125,257,9,21,0.570412649345345
2023-09-15T00:00:00Z,428.68915,1.7807834000000002,13.9142,0.675,258,9,0,0.2174260911477345
2023-09-15T03:00:00Z,478.26602,1.3438134000000002,12.8333,0.088,258,9,3,-0.10521708761572054
2023-09-15T06:00:00Z,549.04034,0.8245534000000001,12.4966,0,258,9,6,0.8594214832332756
2023-09-15T09:00:00Z,940.5945,1.3683934000000004,10.775,0.058,258,9,9,-0.002096982338577286
2023-09-15T12:00:00Z,585.86597,1.5576634000000005,11.8623,0.189,258,9,12,-0.027387140699571537
2023-09-15T15:00:00Z,526.63776,0.7117034000000002,12.1193,1.62,258,9,15,-0.3103224500477948
2023-09-15T18:00:00Z,424.94003,0.05240340000000021,12.3221,1.75,258,9,18,2.2621390303967703
2023-09-15T21:00:00Z,780.4087,0.9122434000000004,11.196,3.274,258,9,21,0.7709982884652377
2023-09-16T00:00:00Z,343.32675,1.7765434000000002,11.1468,0.799,259,9,0,0.4518540123375852
2023-09-16T03:00:00Z,508.78723,1.3227334000000002,12.3947,0,259,9,3,0.17549205278007332
2023-09-16T06:00:00Z,466.0362,0.5985834000000003,12.6272,1.157,259,9,6,-0.18032563095737747
2023-09-16T09:00:00Z,909.2014,1.1314034000000004,10.853,0.059,259,9,9,0.05852647191396229
2023-09-16T12:00:00Z,641.3162,1.6231934000000003,11.5516,0.397,259,9,12,0.686189797199435
2023-09-16T15:00:00Z,550.8157,1.0319334000000002,12.0607,1.684,259,9,15,2.5776211631326773
2023-09-16T18:00:00Z,462.49536,0.2754234000000002,12.4554,3.263,259,9,18,0.34368429223560154
2023-09-16T21:00:00Z,819.32764,0.9725434000000002,11.0275,2.724,259,9,21,-1.0256869869301335
2023-09-17T00:00:00Z,872.68207,1.8482534000000004,10.9693,1.569,260,9,0,-0.16412752093914862
2023-09-17T03:00:00Z,636.8691,1.4019934000000005,11.8706,0.77,260,9,3,0.07867913842649676
